Date,Close
3/30/2021,2046.469971
3/31/2021,2062.52002
4/1/2021,2129.780029
4/5/2021,2218.959961
4/6/2021,2209.26001
4/7/2021,2239.030029
4/8/2021,2250.429932
4/9/2021,2270.669922
4/12/2021,2244.620117
4/13/2021,2254.429932
4/14/2021,2241.909912
4/15/2021,2285.25
4/16/2021,2282.75
4/19/2021,2289.76001
4/20/2021,2279.01001
4/21/2021,2278.350098
4/22/2021,2252.52002
4/23/2021,2299.929932
4/26/2021,2309.929932
4/27/2021,2290.97998
